,student_id,Gender,Course,OPIc,OPIC,COPIC,Level,pass,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Item34,Item35,Item36,Item37,Item38,Item39,Item40,Item41,Item42,Item43,Item44,Item45,Item46,Item47,Item48,Item49,Item50,Item1_10,Item11_20,Item21_30,Item31_40,Item41_50,Item1_50,Highest_level 
710,A91000860,Female,400,IM,5,0,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,32,NA,NA,NA,71,2
1517,A91000860,Female,400,IM,5,0,2,0,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,32,NA,NA,NA,71,2
711,A91003420,Male,200,IL,4,-1,1,1,3,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,32,NA,NA,NA,71,2
1518,A91003420,Male,200,IL,4,-1,2,0,3,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,32,NA,NA,NA,71,2
712,A91020481,Female,200,NH,3,-2,1,0,4,4,3,4,3,4,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,34,1
713,A91027070,Male,200,AL,7,2,1,0,4,4,3,3,3,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,29,1
714,A91099397,Female,300,IH,6,1,1,0,4,4,3,3,3,4,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,27,1
715,A91341027,Male,300,IH,6,1,1,0,3,3,4,4,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,36,1
716,A91348374,Female,300,IM,5,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,2,4,3,4,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,38,33,NA,NA,111,3
1523,A91348374,Female,300,IM,5,0,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,2,4,3,4,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,38,33,NA,NA,111,3
2330,A91348374,Female,300,IM,5,0,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,2,4,3,4,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,38,33,NA,NA,111,3
717,A91422223,Male,200,NM,2,-3,1,0,3,4,3,3,3,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,30,1
718,A91434086,Female,300,IL,4,-1,1,0,4,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,31,1
719,A91494140,Female,400,IH,6,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,38,35,NA,153,4
1526,A91494140,Female,400,IH,6,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,38,35,NA,153,4
2333,A91494140,Female,400,IH,6,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,38,35,NA,153,4
3140,A91494140,Female,400,IH,6,1,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,38,35,NA,153,4
720,A91514536,Female,200,IM,5,0,1,0,3,4,3,4,4,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,32,1
721,A91664903,Female,200,IL,4,-1,1,1,4,4,4,4,3,4,3,4,4,4,4,3,4,3,4,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,32,NA,NA,NA,70,2
1528,A91664903,Female,200,IL,4,-1,2,0,4,4,4,4,3,4,3,4,4,4,4,3,4,3,4,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,32,NA,NA,NA,70,2
722,A91828131,Female,100,NH,3,-2,1,0,2,3,3,4,2,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,26,1
723,A91864948,Female,300,IM,5,0,1,1,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,34,NA,NA,NA,73,2
1530,A91864948,Female,300,IM,5,0,2,0,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,34,NA,NA,NA,73,2
724,A91868775,Female,300,IM,5,0,1,0,4,4,4,3,4,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,35,1
725,A91897835,Male,200,NH,3,-2,1,0,4,4,3,3,4,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,32,1
726,A91917265,Female,200,IL,4,-1,1,1,3,4,4,4,4,4,4,4,4,3,4,3,4,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,32,NA,NA,NA,70,2
1533,A91917265,Female,200,IL,4,-1,2,0,3,4,4,4,4,4,4,4,4,3,4,3,4,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,32,NA,NA,NA,70,2
727,A91966853,Male,100,NH,3,-2,1,0,3,4,4,3,3,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,29,1
728,A92053789,Male,200,NH,3,-2,1,0,3,4,4,3,3,3,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,32,1
729,A92331882,Female,300,IM,5,0,1,1,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,33,NA,NA,NA,71,2
1536,A92331882,Female,300,IM,5,0,2,0,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,33,NA,NA,NA,71,2
730,A92413743,Male,100,IM,5,0,1,1,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,39,36,NA,NA,114,3
1537,A92413743,Male,100,IM,5,0,2,1,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,39,36,NA,NA,114,3
2344,A92413743,Male,100,IM,5,0,3,0,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,39,36,NA,NA,114,3
731,A92507418,Female,300,IL,4,-1,1,0,4,4,4,4,4,4,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,37,1
732,A92560877,Male,300,IL,4,-1,1,0,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,30,1
733,A92600173,Female,400,IM,5,0,1,0,2,4,4,4,2,3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,31,1
734,A92942084,Female,200,IM,5,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,200,5
1541,A92942084,Female,200,IM,5,0,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,200,5
2348,A92942084,Female,200,IM,5,0,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,200,5
3155,A92942084,Female,200,IM,5,0,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,200,5
735,A92952739,Female,200,IL,4,-1,1,0,3,4,NA,3,3,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,26,1
736,A92960466,Female,100,NH,3,-2,1,0,4,4,3,3,3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,31,1
737,A93032447,Female,300,IM,5,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,3,40,40,40,39,36,195,5
1544,A93032447,Female,300,IM,5,0,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,3,40,40,40,39,36,195,5
2351,A93032447,Female,300,IM,5,0,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,3,40,40,40,39,36,195,5
3158,A93032447,Female,300,IM,5,0,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,3,40,40,40,39,36,195,5
738,A93100318,Female,300,IM,5,0,1,0,4,4,4,3,4,4,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,36,1
739,A93152798,Male,300,AM,8,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,200,5
1546,A93152798,Male,300,AM,8,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,200,5
2353,A93152798,Male,300,AM,8,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,200,5
3160,A93152798,Male,300,AM,8,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,200,5
740,A93240514,Male,100,NM,2,-3,1,0,4,4,4,4,4,4,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,37,1
741,A93445449,Male,200,IM,5,0,1,0,4,4,4,4,4,4,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,36,1
742,A93884800,Female,400,AM,8,3,1,1,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,34,NA,NA,NA,73,2
1549,A93884800,Female,400,AM,8,3,2,0,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,34,NA,NA,NA,73,2
743,A93934221,Male,200,IL,4,-1,1,0,4,4,4,4,4,4,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,36,1
744,A93968071,Female,200,IL,4,-1,1,1,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,24,NA,NA,NA,63,2
1551,A93968071,Female,200,IL,4,-1,2,0,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,24,NA,NA,NA,63,2
745,A94024961,Male,300,AM,8,3,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,3,3,4,3,39,39,38,39,34,189,5
1552,A94024961,Male,300,AM,8,3,2,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,3,3,4,3,39,39,38,39,34,189,5
2359,A94024961,Male,300,AM,8,3,3,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,3,3,4,3,39,39,38,39,34,189,5
3166,A94024961,Male,300,AM,8,3,4,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,3,3,4,3,39,39,38,39,34,189,5
746,A94121720,Female,300,IM,5,0,1,1,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,34,NA,NA,NA,73,2
1553,A94121720,Female,300,IM,5,0,2,0,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,34,NA,NA,NA,73,2
747,A94277738,Female,200,IM,5,0,1,0,4,4,4,4,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,37,1
748,A94349702,Male,300,IL,4,-1,1,0,4,4,4,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,33,1
749,A94378868,Female,300,AH,9,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,40,40,40,40,38,198,5
1556,A94378868,Female,300,AH,9,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,40,40,40,40,38,198,5
2363,A94378868,Female,300,AH,9,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,40,40,40,40,38,198,5
3170,A94378868,Female,300,AH,9,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,40,40,40,40,38,198,5
750,A94511389,Female,200,NH,3,-2,1,1,4,4,4,4,4,4,3,3,4,4,3,3,2,2,4,3,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,25,NA,NA,NA,63,2
1557,A94511389,Female,200,NH,3,-2,2,0,4,4,4,4,4,4,3,3,4,4,3,3,2,2,4,3,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,25,NA,NA,NA,63,2
751,A94557910,Female,300,IM,5,0,1,1,4,4,4,4,3,4,4,4,4,3,3,3,4,3,3,2,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,31,NA,NA,NA,69,2
1558,A94557910,Female,300,IM,5,0,2,0,4,4,4,4,3,4,4,4,4,3,3,3,4,3,3,2,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,31,NA,NA,NA,69,2
752,A94561837,Female,300,IM,5,0,1,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,36,NA,NA,NA,75,2
1559,A94561837,Female,300,IM,5,0,2,0,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,36,NA,NA,NA,75,2
753,A94571974,Female,300,IM,5,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,39,37,NA,NA,116,3
1560,A94571974,Female,300,IM,5,0,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,39,37,NA,NA,116,3
2367,A94571974,Female,300,IM,5,0,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,39,37,NA,NA,116,3
754,A94669108,Male,100,NM,2,-3,1,0,3,4,3,3,2,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,27,1
755,A94724330,Female,300,IM,5,0,1,1,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,31,NA,NA,NA,70,2
1562,A94724330,Female,300,IM,5,0,2,0,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,31,NA,NA,NA,70,2
